investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status
INV002157,01-01-2024,102885.0,Lumpsum,112928.0,Punjab,Chandigarh,T30,26-35,Male,16.9,Mandate,Verified
INV001665,01-01-2024,120505.0,SIP,3322.0,Telangana,Hyderabad,T30,36-45,Male,35.1,Mandate,Verified
INV002328,01-01-2024,120841.0,SIP,29901.0,Haryana,Gurugram,T30,26-35,Male,11.6,Cheque,Verified
INV004174,01-01-2024,119599.0,SIP,57353.0,Rajasthan,Udaipur,B30,18-25,Male,4.7,Mandate,Verified
INV004918,01-01-2024,120503.0,Redemption,153828.0,Punjab,Amritsar,B30,56+,Female,46.9,UPI,Verified
INV000478,01-01-2024,120506.0,SIP,59382.0,Gujarat,Surat,T30,36-45,Female,16.5,UPI,Verified
INV000467,01-01-2024,119552.0,SIP,2623.0,Karnataka,Bangalore,T30,18-25,Female,7.1,Cheque,Verified
INV000603,01-01-2024,118636.0,SIP,2858.0,West Bengal,Kolkata,T30,26-35,Male,17.3,Mandate,Verified
INV004770,01-01-2024,102886.0,Lumpsum,92031.0,Gujarat,Surat,T30,18-25,Female,5.2,Mandate,Verified
INV004648,01-01-2024,118634.0,SIP,17860.0,Maharashtra,Pune,T30,36-45,Male,54.3,Mandate,Pending
INV002432,01-01-2024,101208.0,SIP,3513.0,Haryana,Gurugram,T30,46-55,Female,48.1,Net Banking,Verified
INV002338,01-01-2024,120844.0,Lumpsum,292991.0,Delhi,New Delhi,T30,26-35,Male,23.6,UPI,Verified
INV001041,01-01-2024,101208.0,SIP,8547.0,Madhya Pradesh,Bhopal,B30,18-25,Male,5.1,Cheque,Verified
INV001400,01-01-2024,148567.0,SIP,10696.0,Tamil Nadu,Coimbatore,B30,36-45,Male,36.5,Mandate,Verified
INV000852,01-01-2024,101208.0,SIP,15916.0,Maharashtra,Nashik,B30,26-35,Female,18.1,UPI,Verified
INV004915,01-01-2024,120504.0,SIP,14096.0,Uttar Pradesh,Kanpur,B30,26-35,Male,9.6,Cheque,Verified
INV002984,01-01-2024,120844.0,Redemption,230179.0,Delhi,Gurugram,T30,26-35,Male,18.1,Mandate,Verified
INV002782,01-01-2024,102886.0,Lumpsum,250209.0,Punjab,Chandigarh,T30,18-25,Male,3.7,UPI,Verified
INV002316,01-01-2024,118632.0,SIP,4715.0,Punjab,Amritsar,B30,26-35,Male,16.7,Cheque,Verified
INV000097,01-01-2024,125498.0,Redemption,527377.0,Karnataka,Mysore,B30,18-25,Male,6.0,Net Banking,Verified
INV002139,01-01-2024,125498.0,Redemption,359482.0,Haryana,Gurugram,T30,36-45,Female,28.6,Mandate,Verified
INV002219,01-01-2024,101208.0,Redemption,525983.0,Karnataka,Mysore,B30,26-35,Male,6.9,Mandate,Verified
INV000576,01-01-2024,120841.0,Redemption,43157.0,Delhi,New Delhi,T30,46-55,Male,79.7,UPI,Verified
INV002166,01-01-2024,120844.0,SIP,1139.0,Haryana,Gurugram,T30,36-45,Male,33.3,Net Banking,Verified
INV000836,01-01-2024,100016.0,SIP,1139.0,Haryana,Gurugram,T30,26-35,Male,24.4,Mandate,Verified
INV001540,01-01-2024,101207.0,SIP,16264.0,Maharashtra,Pune,T30,26-35,Female,17.3,UPI,Verified
INV003664,01-01-2024,125498.0,SIP,15555.0,Rajasthan,Udaipur,B30,46-55,Male,29.4,UPI,Verified
INV002966,01-01-2024,149324.0,SIP,15946.0,Gujarat,Ahmedabad,T30,26-35,Female,18.4,Mandate,Verified
INV002387,01-01-2024,118634.0,SIP,2891.0,Telangana,Hyderabad,T30,26-35,Male,13.1,UPI,Verified
INV000983,01-01-2024,101206.0,SIP,3538.0,Telangana,Hyderabad,T30,36-45,Male,33.5,UPI,Verified
INV004128,01-01-2024,119094.0,Redemption,58934.0,Haryana,Faridabad,B30,18-25,Male,3.3,UPI,Verified
INV000081,01-01-2024,120844.0,SIP,1842.0,Gujarat,Surat,T30,36-45,Male,31.0,Net Banking,Verified
INV004548,01-01-2024,119551.0,Lumpsum,564276.0,Delhi,Noida,T30,36-45,Female,58.1,Cheque,Verified
INV002253,01-01-2024,120844.0,Redemption,289915.0,West Bengal,Kolkata,T30,46-55,Male,28.6,Net Banking,Verified
INV002942,01-01-2024,148568.0,Redemption,233200.0,Delhi,Noida,T30,36-45,Male,27.8,Cheque,Verified
INV004308,01-01-2024,119599.0,SIP,25855.0,Gujarat,Surat,T30,26-35,Female,11.1,Mandate,Verified
INV000488,01-01-2024,148568.0,Redemption,343317.0,Karnataka,Mysore,B30,56+,Male,31.4,Cheque,Verified
INV002560,02-01-2024,119120.0,SIP,6321.0,Haryana,Faridabad,B30,26-35,Male,6.4,Net Banking,Verified
INV003028,02-01-2024,100033.0,SIP,25360.0,Tamil Nadu,Chennai,T30,26-35,Female,12.8,Cheque,Verified
INV002868,02-01-2024,148569.0,SIP,59797.0,Gujarat,Ahmedabad,T30,26-35,Female,24.7,Net Banking,Verified
INV001156,02-01-2024,120843.0,SIP,28986.0,Madhya Pradesh,Indore,T30,56+,Female,58.8,Cheque,Pending
INV000313,02-01-2024,120843.0,Lumpsum,497034.0,Tamil Nadu,Chennai,T30,18-25,Female,3.1,Net Banking,Verified
INV003926,02-01-2024,118632.0,SIP,1891.0,West Bengal,Kolkata,T30,46-55,Male,92.8,UPI,Verified
INV003383,02-01-2024,125497.0,Redemption,241316.0,Karnataka,Mysore,B30,18-25,Male,4.6,Net Banking,Verified
INV001017,02-01-2024,118632.0,Redemption,16893.0,West Bengal,Kolkata,T30,26-35,Female,19.0,Cheque,Verified
INV003225,02-01-2024,120843.0,SIP,3346.0,West Bengal,Kolkata,T30,26-35,Male,9.2,UPI,Verified
INV003892,02-01-2024,102887.0,SIP,7250.0,Punjab,Amritsar,B30,46-55,Male,24.4,Mandate,Verified
INV002135,02-01-2024,100016.0,Lumpsum,437305.0,Gujarat,Ahmedabad,T30,56+,Male,18.3,Net Banking,Verified
INV002961,02-01-2024,149322.0,SIP,16811.0,Gujarat,Ahmedabad,T30,26-35,Male,13.0,Net Banking,Verified
INV000983,02-01-2024,101208.0,SIP,10547.0,Telangana,Hyderabad,T30,36-45,Male,33.5,Net Banking,Verified
INV003821,02-01-2024,119092.0,SIP,7584.0,Delhi,Noida,T30,18-25,Female,6.4,UPI,Pending
INV002940,02-01-2024,102886.0,SIP,966.0,Haryana,Faridabad,B30,26-35,Male,18.3,Cheque,Verified
INV002817,02-01-2024,102886.0,Lumpsum,26453.0,Gujarat,Ahmedabad,T30,26-35,Male,15.8,UPI,Verified
INV001890,02-01-2024,120504.0,SIP,859.0,Madhya Pradesh,Bhopal,B30,26-35,Male,21.9,Mandate,Verified
INV001888,02-01-2024,120505.0,Redemption,410786.0,Delhi,New Delhi,T30,18-25,Female,6.4,UPI,Verified
INV000370,02-01-2024,118634.0,SIP,17394.0,Delhi,Noida,T30,26-35,Female,12.4,Mandate,Verified
INV002981,02-01-2024,102886.0,Lumpsum,100110.0,Maharashtra,Mumbai,T30,18-25,Female,7.3,Mandate,Verified
INV003027,02-01-2024,148569.0,Lumpsum,330642.0,Telangana,Hyderabad,T30,26-35,Male,20.8,Cheque,Verified
INV001106,02-01-2024,118636.0,Lumpsum,50410.0,Tamil Nadu,Chennai,T30,26-35,Male,13.1,Net Banking,Verified
INV003942,02-01-2024,118632.0,SIP,16594.0,Haryana,Faridabad,B30,26-35,Female,23.3,Cheque,Verified
INV000339,02-01-2024,101207.0,Redemption,383487.0,Uttar Pradesh,Kanpur,B30,26-35,Male,22.3,Cheque,Verified
INV002811,02-01-2024,125497.0,SIP,2631.0,Uttar Pradesh,Agra,B30,36-45,Male,43.7,Net Banking,Verified
INV004296,02-01-2024,100025.0,SIP,879.0,Telangana,Hyderabad,T30,26-35,Male,18.2,UPI,Verified
INV002976,02-01-2024,119599.0,Lumpsum,234926.0,Tamil Nadu,Coimbatore,B30,26-35,Male,23.7,Mandate,Verified
INV000349,02-01-2024,120505.0,Redemption,335222.0,Maharashtra,Mumbai,T30,18-25,Female,3.8,Mandate,Verified
INV002546,02-01-2024,101208.0,Redemption,22305.0,Gujarat,Surat,T30,26-35,Male,19.3,UPI,Verified
INV003505,02-01-2024,120843.0,Lumpsum,362856.0,West Bengal,Kolkata,T30,56+,Female,53.5,Net Banking,Verified
INV000006,02-01-2024,118633.0,SIP,8594.0,Madhya Pradesh,Bhopal,B30,46-55,Female,43.0,Cheque,Verified
INV000662,02-01-2024,120843.0,SIP,427.0,Gujarat,Surat,T30,36-45,Female,20.1,Cheque,Verified
INV001284,02-01-2024,119092.0,Lumpsum,6499.0,West Bengal,Kolkata,T30,36-45,Male,49.0,Cheque,Verified
INV004127,02-01-2024,148568.0,SIP,4185.0,Madhya Pradesh,Indore,T30,36-45,Female,27.3,Mandate,Verified
INV003208,02-01-2024,120506.0,SIP,2506.0,Madhya Pradesh,Bhopal,B30,46-55,Male,80.0,Mandate,Verified
INV002165,02-01-2024,118634.0,SIP,2539.0,Telangana,Hyderabad,T30,46-55,Male,46.2,Net Banking,Verified
INV002621,02-01-2024,148567.0,SIP,401.0,Uttar Pradesh,Agra,B30,26-35,Female,22.6,UPI,Pending
INV004502,02-01-2024,148567.0,SIP,10492.0,Rajasthan,Udaipur,B30,36-45,Male,59.0,Net Banking,Verified
INV001174,02-01-2024,149323.0,SIP,977.0,Maharashtra,Nashik,B30,36-45,Male,12.7,Cheque,Verified
INV004658,02-01-2024,120842.0,Lumpsum,17258.0,Punjab,Chandigarh,T30,56+,Male,48.7,Cheque,Verified
INV004656,02-01-2024,120844.0,Lumpsum,357937.0,Haryana,Gurugram,T30,18-25,Male,4.7,Mandate,Verified
INV003658,02-01-2024,125498.0,SIP,12014.0,West Bengal,Kolkata,T30,26-35,Male,6.3,UPI,Verified
INV003649,02-01-2024,119598.0,Redemption,483596.0,Haryana,Gurugram,T30,46-55,Female,79.9,Cheque,Verified
INV004582,02-01-2024,149323.0,Lumpsum,249744.0,Tamil Nadu,Chennai,T30,56+,Male,67.1,Net Banking,Verified
INV003232,02-01-2024,120842.0,SIP,9766.0,Maharashtra,Pune,T30,36-45,Female,30.9,Mandate,Verified
INV004414,02-01-2024,149324.0,SIP,14409.0,Uttar Pradesh,Lucknow,T30,26-35,Male,6.6,Mandate,Verified
INV001799,02-01-2024,119120.0,Lumpsum,116421.0,Rajasthan,Udaipur,B30,56+,Female,45.2,Cheque,Verified
INV001506,02-01-2024,119552.0,Lumpsum,19502.0,Delhi,Noida,T30,26-35,Female,16.0,UPI,Verified
INV001699,02-01-2024,119095.0,SIP,1108.0,Madhya Pradesh,Indore,T30,26-35,Male,24.6,Net Banking,Verified
INV002196,02-01-2024,148569.0,SIP,1696.0,Delhi,Gurugram,T30,26-35,Female,23.6,UPI,Verified
INV001328,02-01-2024,120842.0,Redemption,484947.0,Uttar Pradesh,Lucknow,T30,26-35,Male,7.4,Net Banking,Verified
INV004567,02-01-2024,120841.0,SIP,14130.0,Telangana,Hyderabad,T30,56+,Male,75.0,Mandate,Verified
INV003865,02-01-2024,149322.0,SIP,3482.0,Gujarat,Ahmedabad,T30,18-25,Female,3.3,Cheque,Verified
INV000105,02-01-2024,119093.0,SIP,5253.0,Punjab,Chandigarh,T30,56+,Male,41.4,UPI,Verified
INV004514,02-01-2024,148568.0,SIP,16661.0,Haryana,Faridabad,B30,46-55,Male,40.1,Mandate,Verified
INV004516,02-01-2024,102885.0,SIP,1137.0,Haryana,Gurugram,T30,36-45,Male,14.4,Net Banking,Verified
INV002374,02-01-2024,118634.0,Redemption,81173.0,Uttar Pradesh,Kanpur,B30,26-35,Female,8.6,Net Banking,Verified
INV001727,02-01-2024,119598.0,SIP,16687.0,Gujarat,Surat,T30,46-55,Female,74.1,Net Banking,Verified
INV002888,03-01-2024,100025.0,Redemption,259110.0,Rajasthan,Udaipur,B30,26-35,Male,9.2,Net Banking,Pending
INV001769,03-01-2024,120506.0,SIP,889.0,Punjab,Chandigarh,T30,18-25,Male,7.4,Cheque,Pending
INV003609,03-01-2024,120843.0,SIP,16476.0,Karnataka,Mysore,B30,26-35,Male,9.2,Net Banking,Verified
INV003571,03-01-2024,149323.0,SIP,536.0,Haryana,Faridabad,B30,36-45,Male,53.1,UPI,Verified
INV001367,03-01-2024,118632.0,SIP,10274.0,Maharashtra,Nashik,B30,36-45,Male,32.2,Net Banking,Verified
INV003178,03-01-2024,119094.0,Lumpsum,118897.0,Telangana,Hyderabad,T30,46-55,Female,60.9,Cheque,Verified
INV002599,03-01-2024,100025.0,Lumpsum,286111.0,Gujarat,Surat,T30,26-35,Male,11.4,Net Banking,Verified
INV003626,03-01-2024,125497.0,Redemption,483044.0,Madhya Pradesh,Indore,T30,26-35,Male,23.5,Net Banking,Verified
INV000690,03-01-2024,148569.0,Lumpsum,173646.0,Delhi,Gurugram,T30,46-55,Male,98.7,UPI,Verified
INV001860,03-01-2024,119092.0,SIP,1978.0,Karnataka,Mysore,B30,26-35,Female,9.0,Cheque,Verified
INV002065,03-01-2024,100025.0,SIP,47647.0,Rajasthan,Udaipur,B30,46-55,Male,78.6,UPI,Verified
INV002708,03-01-2024,120504.0,Redemption,205486.0,Karnataka,Mysore,B30,26-35,Male,14.0,Mandate,Verified
INV004288,03-01-2024,119120.0,Lumpsum,95676.0,Punjab,Amritsar,B30,18-25,Female,6.1,Mandate,Verified
INV004581,03-01-2024,120505.0,SIP,2292.0,Gujarat,Surat,T30,26-35,Male,14.7,Cheque,Pending
INV002467,03-01-2024,125498.0,SIP,50948.0,Punjab,Chandigarh,T30,36-45,Male,12.3,UPI,Verified
INV003670,03-01-2024,120505.0,SIP,8793.0,Punjab,Chandigarh,T30,36-45,Male,38.4,Mandate,Verified
INV004024,03-01-2024,119552.0,SIP,43121.0,Telangana,Hyderabad,T30,36-45,Male,23.1,UPI,Verified
INV000747,03-01-2024,120841.0,Lumpsum,374549.0,West Bengal,Kolkata,T30,36-45,Female,40.3,Mandate,Verified
INV002847,03-01-2024,148567.0,SIP,4736.0,Haryana,Faridabad,B30,26-35,Male,13.4,Mandate,Verified
INV001508,03-01-2024,120503.0,SIP,7953.0,Tamil Nadu,Coimbatore,B30,46-55,Male,63.3,Cheque,Verified
INV004562,03-01-2024,149324.0,SIP,963.0,Telangana,Hyderabad,T30,26-35,Female,19.0,Cheque,Pending
INV001350,03-01-2024,125498.0,Lumpsum,83480.0,Madhya Pradesh,Bhopal,B30,46-55,Female,31.7,Net Banking,Verified
INV002357,03-01-2024,100016.0,SIP,26713.0,Delhi,Gurugram,T30,26-35,Male,7.8,UPI,Verified
INV002059,03-01-2024,101208.0,Lumpsum,268619.0,Haryana,Faridabad,B30,46-55,Male,95.1,Net Banking,Verified
INV000595,03-01-2024,102887.0,Lumpsum,124825.0,Gujarat,Surat,T30,18-25,Male,7.6,Cheque,Verified
INV004391,03-01-2024,118636.0,SIP,484.0,Maharashtra,Mumbai,T30,26-35,Female,23.3,UPI,Verified
INV004733,03-01-2024,102885.0,SIP,7080.0,Telangana,Hyderabad,T30,18-25,Male,5.4,Net Banking,Pending
INV002865,03-01-2024,148569.0,Redemption,449863.0,Maharashtra,Pune,T30,18-25,Male,3.3,UPI,Verified
INV000454,03-01-2024,119599.0,SIP,15910.0,Uttar Pradesh,Lucknow,T30,18-25,Female,6.6,Net Banking,Verified
INV002414,03-01-2024,120507.0,Lumpsum,396379.0,Gujarat,Surat,T30,26-35,Female,24.1,UPI,Verified
INV000321,03-01-2024,149323.0,SIP,15782.0,Maharashtra,Mumbai,T30,26-35,Male,24.2,Cheque,Verified
INV003379,03-01-2024,120841.0,SIP,1008.0,Uttar Pradesh,Lucknow,T30,36-45,Male,43.2,Cheque,Verified
INV004544,03-01-2024,148567.0,Redemption,410715.0,Maharashtra,Mumbai,T30,36-45,Male,52.1,Cheque,Verified
INV000527,03-01-2024,119094.0,Lumpsum,114021.0,Telangana,Hyderabad,T30,26-35,Male,12.1,Mandate,Verified
INV004633,03-01-2024,125498.0,Lumpsum,296354.0,Telangana,Hyderabad,T30,18-25,Female,4.9,Net Banking,Verified
INV003737,03-01-2024,119093.0,Lumpsum,126721.0,Punjab,Chandigarh,T30,18-25,Male,4.4,Net Banking,Verified
INV000679,03-01-2024,149323.0,Redemption,141968.0,Haryana,Faridabad,B30,46-55,Female,79.1,UPI,Verified
INV004357,03-01-2024,125498.0,SIP,2459.0,Delhi,Gurugram,T30,46-55,Female,55.6,Cheque,Verified
INV004941,03-01-2024,120505.0,Lumpsum,310085.0,Maharashtra,Nashik,B30,26-35,Male,11.0,Net Banking,Verified
INV000632,03-01-2024,120844.0,Lumpsum,246606.0,Delhi,Gurugram,T30,36-45,Male,49.1,UPI,Verified
INV000849,03-01-2024,148567.0,Lumpsum,254442.0,Delhi,Gurugram,T30,56+,Female,32.5,Cheque,Verified
INV001167,03-01-2024,118636.0,SIP,41124.0,Punjab,Amritsar,B30,36-45,Male,26.7,Net Banking,Verified
INV000007,03-01-2024,119094.0,SIP,13603.0,Uttar Pradesh,Kanpur,B30,26-35,Male,21.9,Mandate,Verified
INV000431,03-01-2024,120504.0,SIP,23759.0,Madhya Pradesh,Bhopal,B30,18-25,Female,4.6,Mandate,Verified
INV002417,03-01-2024,120842.0,SIP,2719.0,Tamil Nadu,Coimbatore,B30,26-35,Male,16.8,Mandate,Verified
INV000011,03-01-2024,120507.0,SIP,2230.0,West Bengal,Kolkata,T30,26-35,Male,9.6,Mandate,Verified
INV001167,03-01-2024,102886.0,SIP,8419.0,Punjab,Amritsar,B30,36-45,Male,26.7,UPI,Verified
INV000954,03-01-2024,148568.0,SIP,2224.0,Haryana,Faridabad,B30,26-35,Female,8.3,Cheque,Verified
INV002101,03-01-2024,102887.0,Redemption,234810.0,Uttar Pradesh,Lucknow,T30,26-35,Male,14.7,Mandate,Verified
INV000947,03-01-2024,101208.0,Redemption,281989.0,Delhi,Noida,T30,26-35,Male,11.0,UPI,Verified
INV004867,03-01-2024,100033.0,Lumpsum,331777.0,Karnataka,Bangalore,T30,18-25,Male,7.3,Mandate,Verified
INV004125,03-01-2024,100016.0,SIP,2999.0,Gujarat,Surat,T30,26-35,Male,9.4,Cheque,Verified
INV001910,03-01-2024,102886.0,Redemption,502057.0,Karnataka,Mysore,B30,26-35,Female,15.2,Mandate,Verified
INV001411,03-01-2024,102886.0,SIP,2998.0,Delhi,Gurugram,T30,26-35,Female,7.1,Cheque,Verified
INV003326,03-01-2024,125498.0,SIP,2712.0,Karnataka,Bangalore,T30,36-45,Male,40.9,Mandate,Verified
INV004173,03-01-2024,120504.0,SIP,479.0,West Bengal,Kolkata,T30,26-35,Male,16.9,Mandate,Verified
INV004867,03-01-2024,120506.0,SIP,3082.0,Karnataka,Bangalore,T30,18-25,Male,7.3,UPI,Pending
INV001454,03-01-2024,120843.0,SIP,554.0,Tamil Nadu,Chennai,T30,26-35,Male,9.3,Net Banking,Verified
INV003100,04-01-2024,149324.0,Lumpsum,361700.0,Telangana,Hyderabad,T30,26-35,Male,16.5,Net Banking,Verified
INV000215,04-01-2024,120505.0,Lumpsum,190843.0,Maharashtra,Nashik,B30,26-35,Female,18.3,Mandate,Verified
INV003191,04-01-2024,119092.0,Lumpsum,94475.0,Madhya Pradesh,Bhopal,B30,18-25,Female,6.8,Mandate,Verified
INV003946,04-01-2024,120504.0,Lumpsum,465127.0,Karnataka,Mysore,B30,26-35,Female,9.2,Net Banking,Verified
INV000330,04-01-2024,119552.0,SIP,8747.0,Madhya Pradesh,Bhopal,B30,26-35,Female,11.9,Mandate,Verified
INV004797,04-01-2024,125497.0,Lumpsum,178854.0,Gujarat,Ahmedabad,T30,56+,Male,18.9,Net Banking,Verified
INV000330,04-01-2024,120841.0,Lumpsum,351770.0,Madhya Pradesh,Bhopal,B30,26-35,Female,11.9,Net Banking,Verified
INV001128,04-01-2024,120844.0,Lumpsum,168521.0,West Bengal,Kolkata,T30,36-45,Female,43.2,Cheque,Verified
INV002302,04-01-2024,125498.0,Lumpsum,153713.0,West Bengal,Kolkata,T30,26-35,Male,10.1,UPI,Verified
INV002495,04-01-2024,118636.0,SIP,2727.0,Maharashtra,Nashik,B30,26-35,Male,6.6,Net Banking,Verified
INV002158,04-01-2024,120507.0,Lumpsum,39096.0,Madhya Pradesh,Indore,T30,26-35,Male,14.5,Net Banking,Verified
INV000144,04-01-2024,120503.0,SIP,499.0,Delhi,Noida,T30,26-35,Male,19.1,Net Banking,Verified
INV004563,04-01-2024,118634.0,Lumpsum,38117.0,Gujarat,Surat,T30,46-55,Female,32.2,Cheque,Verified
INV002912,04-01-2024,149323.0,Redemption,520148.0,Maharashtra,Mumbai,T30,26-35,Female,23.6,Net Banking,Verified
INV002343,04-01-2024,119093.0,SIP,1182.0,Punjab,Amritsar,B30,26-35,Male,22.1,Net Banking,Verified
INV000091,04-01-2024,120504.0,SIP,2368.0,Haryana,Gurugram,T30,26-35,Male,14.6,Mandate,Verified
INV004688,04-01-2024,120505.0,Lumpsum,168104.0,West Bengal,Kolkata,T30,26-35,Male,20.7,UPI,Verified
INV004321,04-01-2024,120843.0,SIP,1147.0,West Bengal,Kolkata,T30,26-35,Male,16.0,Mandate,Verified
INV001579,04-01-2024,125498.0,SIP,40657.0,Karnataka,Bangalore,T30,46-55,Male,71.1,UPI,Verified
INV003705,04-01-2024,120506.0,SIP,57004.0,Telangana,Hyderabad,T30,26-35,Male,8.0,UPI,Pending
INV000544,04-01-2024,120507.0,Lumpsum,295246.0,Madhya Pradesh,Bhopal,B30,18-25,Male,3.6,Mandate,Verified
INV001997,04-01-2024,120505.0,SIP,908.0,Delhi,New Delhi,T30,56+,Female,24.8,UPI,Verified
INV003707,04-01-2024,120506.0,SIP,3527.0,Telangana,Hyderabad,T30,36-45,Female,55.5,Mandate,Verified
INV000372,04-01-2024,148569.0,Lumpsum,209421.0,Gujarat,Surat,T30,36-45,Male,12.4,Cheque,Verified
INV001331,04-01-2024,120841.0,SIP,568.0,Gujarat,Ahmedabad,T30,26-35,Male,17.5,Net Banking,Verified
INV002033,04-01-2024,102885.0,SIP,8905.0,Gujarat,Ahmedabad,T30,46-55,Male,18.9,UPI,Verified
INV003953,04-01-2024,148569.0,SIP,58436.0,Maharashtra,Pune,T30,36-45,Male,17.4,Mandate,Verified
INV003500,04-01-2024,120505.0,SIP,2007.0,Maharashtra,Mumbai,T30,26-35,Male,15.5,Mandate,Pending
INV003240,04-01-2024,101206.0,SIP,6686.0,Haryana,Gurugram,T30,26-35,Male,21.7,Net Banking,Pending
INV003040,04-01-2024,119598.0,Lumpsum,468352.0,Karnataka,Bangalore,T30,26-35,Female,15.3,Cheque,Verified
INV000663,04-01-2024,148568.0,SIP,558.0,Haryana,Gurugram,T30,26-35,Female,13.8,Mandate,Pending
INV003083,04-01-2024,125497.0,Lumpsum,201815.0,Madhya Pradesh,Bhopal,B30,56+,Female,41.3,UPI,Verified
INV004131,04-01-2024,101208.0,SIP,2343.0,Uttar Pradesh,Kanpur,B30,26-35,Male,10.3,UPI,Verified
INV001806,04-01-2024,102885.0,SIP,20256.0,Telangana,Hyderabad,T30,36-45,Male,32.6,UPI,Verified
INV001190,04-01-2024,118636.0,SIP,9909.0,Maharashtra,Mumbai,T30,26-35,Male,15.6,Mandate,Verified
INV004939,04-01-2024,118635.0,SIP,25211.0,Punjab,Amritsar,B30,18-25,Male,4.7,Cheque,Verified
INV004896,04-01-2024,148567.0,Lumpsum,22023.0,Uttar Pradesh,Agra,B30,18-25,Female,3.5,Mandate,Verified
INV004682,04-01-2024,120841.0,SIP,571.0,Telangana,Hyderabad,T30,26-35,Female,8.7,Mandate,Verified
INV002891,04-01-2024,120842.0,SIP,2202.0,Haryana,Faridabad,B30,36-45,Female,56.5,Cheque,Verified
INV002400,04-01-2024,120506.0,SIP,11693.0,Punjab,Chandigarh,T30,36-45,Male,15.5,Cheque,Verified
INV004138,04-01-2024,119094.0,SIP,827.0,Madhya Pradesh,Indore,T30,36-45,Male,18.2,Mandate,Verified
INV003489,04-01-2024,149323.0,SIP,11426.0,Rajasthan,Udaipur,B30,26-35,Male,11.4,UPI,Verified
INV004602,04-01-2024,120504.0,SIP,28337.0,Delhi,Noida,T30,26-35,Female,9.4,Cheque,Verified
INV004593,04-01-2024,120506.0,Lumpsum,65501.0,Punjab,Amritsar,B30,26-35,Male,13.7,Net Banking,Verified
