investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status
INV004915,2024-01-01,120504.0,Sip,14096.0,Uttar Pradesh,Kanpur,B30,26-35,Male,9.6,Cheque,Verified
INV002984,2024-01-01,120844.0,Redemption,230179.0,Delhi,Gurugram,T30,26-35,Male,18.1,Mandate,Verified
INV002782,2024-01-01,102886.0,Lumpsum,250209.0,Punjab,Chandigarh,T30,18-25,Male,3.7,UPI,Verified
INV002316,2024-01-01,118632.0,Sip,4715.0,Punjab,Amritsar,B30,26-35,Male,16.7,Cheque,Verified
INV000097,2024-01-01,125498.0,Redemption,527377.0,Karnataka,Mysore,B30,18-25,Male,6.0,Net Banking,Verified
INV002139,2024-01-01,125498.0,Redemption,359482.0,Haryana,Gurugram,T30,36-45,Female,28.6,Mandate,Verified
INV002219,2024-01-01,101208.0,Redemption,525983.0,Karnataka,Mysore,B30,26-35,Male,6.9,Mandate,Verified
INV000576,2024-01-01,120841.0,Redemption,43157.0,Delhi,New Delhi,T30,46-55,Male,79.7,UPI,Verified
INV002166,2024-01-01,120844.0,Sip,1139.0,Haryana,Gurugram,T30,36-45,Male,33.3,Net Banking,Verified
INV000836,2024-01-01,100016.0,Sip,1139.0,Haryana,Gurugram,T30,26-35,Male,24.4,Mandate,Verified
INV001540,2024-01-01,101207.0,Sip,16264.0,Maharashtra,Pune,T30,26-35,Female,17.3,UPI,Verified
INV003664,2024-01-01,125498.0,Sip,15555.0,Rajasthan,Udaipur,B30,46-55,Male,29.4,UPI,Verified
INV002966,2024-01-01,149324.0,Sip,15946.0,Gujarat,Ahmedabad,T30,26-35,Female,18.4,Mandate,Verified
INV002387,2024-01-01,118634.0,Sip,2891.0,Telangana,Hyderabad,T30,26-35,Male,13.1,UPI,Verified
INV000983,2024-01-01,101206.0,Sip,3538.0,Telangana,Hyderabad,T30,36-45,Male,33.5,UPI,Verified
INV004128,2024-01-01,119094.0,Redemption,58934.0,Haryana,Faridabad,B30,18-25,Male,3.3,UPI,Verified
INV000081,2024-01-01,120844.0,Sip,1842.0,Gujarat,Surat,T30,36-45,Male,31.0,Net Banking,Verified
INV004548,2024-01-01,119551.0,Lumpsum,564276.0,Delhi,Noida,T30,36-45,Female,58.1,Cheque,Verified
INV002253,2024-01-01,120844.0,Redemption,289915.0,West Bengal,Kolkata,T30,46-55,Male,28.6,Net Banking,Verified
INV002942,2024-01-01,148568.0,Redemption,233200.0,Delhi,Noida,T30,36-45,Male,27.8,Cheque,Verified
INV004308,2024-01-01,119599.0,Sip,25855.0,Gujarat,Surat,T30,26-35,Female,11.1,Mandate,Verified
INV000488,2024-01-01,148568.0,Redemption,343317.0,Karnataka,Mysore,B30,56+,Male,31.4,Cheque,Verified
INV002560,2024-02-01,119120.0,Sip,6321.0,Haryana,Faridabad,B30,26-35,Male,6.4,Net Banking,Verified
INV003028,2024-02-01,100033.0,Sip,25360.0,Tamil Nadu,Chennai,T30,26-35,Female,12.8,Cheque,Verified
INV002868,2024-02-01,148569.0,Sip,59797.0,Gujarat,Ahmedabad,T30,26-35,Female,24.7,Net Banking,Verified
INV001156,2024-02-01,120843.0,Sip,28986.0,Madhya Pradesh,Indore,T30,56+,Female,58.8,Cheque,Pending
INV000313,2024-02-01,120843.0,Lumpsum,497034.0,Tamil Nadu,Chennai,T30,18-25,Female,3.1,Net Banking,Verified
INV003926,2024-02-01,118632.0,Sip,1891.0,West Bengal,Kolkata,T30,46-55,Male,92.8,UPI,Verified
INV003383,2024-02-01,125497.0,Redemption,241316.0,Karnataka,Mysore,B30,18-25,Male,4.6,Net Banking,Verified
INV001017,2024-02-01,118632.0,Redemption,16893.0,West Bengal,Kolkata,T30,26-35,Female,19.0,Cheque,Verified
INV003225,2024-02-01,120843.0,Sip,3346.0,West Bengal,Kolkata,T30,26-35,Male,9.2,UPI,Verified
INV003892,2024-02-01,102887.0,Sip,7250.0,Punjab,Amritsar,B30,46-55,Male,24.4,Mandate,Verified
INV002135,2024-02-01,100016.0,Lumpsum,437305.0,Gujarat,Ahmedabad,T30,56+,Male,18.3,Net Banking,Verified
INV002961,2024-02-01,149322.0,Sip,16811.0,Gujarat,Ahmedabad,T30,26-35,Male,13.0,Net Banking,Verified
INV000983,2024-02-01,101208.0,Sip,10547.0,Telangana,Hyderabad,T30,36-45,Male,33.5,Net Banking,Verified
INV003821,2024-02-01,119092.0,Sip,7584.0,Delhi,Noida,T30,18-25,Female,6.4,UPI,Pending
INV002940,2024-02-01,102886.0,Sip,966.0,Haryana,Faridabad,B30,26-35,Male,18.3,Cheque,Verified
INV002817,2024-02-01,102886.0,Lumpsum,26453.0,Gujarat,Ahmedabad,T30,26-35,Male,15.8,UPI,Verified
INV001890,2024-02-01,120504.0,Sip,859.0,Madhya Pradesh,Bhopal,B30,26-35,Male,21.9,Mandate,Verified
INV001888,2024-02-01,120505.0,Redemption,410786.0,Delhi,New Delhi,T30,18-25,Female,6.4,UPI,Verified
INV000370,2024-02-01,118634.0,Sip,17394.0,Delhi,Noida,T30,26-35,Female,12.4,Mandate,Verified
INV002981,2024-02-01,102886.0,Lumpsum,100110.0,Maharashtra,Mumbai,T30,18-25,Female,7.3,Mandate,Verified
INV003027,2024-02-01,148569.0,Lumpsum,330642.0,Telangana,Hyderabad,T30,26-35,Male,20.8,Cheque,Verified
INV001106,2024-02-01,118636.0,Lumpsum,50410.0,Tamil Nadu,Chennai,T30,26-35,Male,13.1,Net Banking,Verified
INV003942,2024-02-01,118632.0,Sip,16594.0,Haryana,Faridabad,B30,26-35,Female,23.3,Cheque,Verified
INV000339,2024-02-01,101207.0,Redemption,383487.0,Uttar Pradesh,Kanpur,B30,26-35,Male,22.3,Cheque,Verified
INV002811,2024-02-01,125497.0,Sip,2631.0,Uttar Pradesh,Agra,B30,36-45,Male,43.7,Net Banking,Verified
INV004296,2024-02-01,100025.0,Sip,879.0,Telangana,Hyderabad,T30,26-35,Male,18.2,UPI,Verified
INV002976,2024-02-01,119599.0,Lumpsum,234926.0,Tamil Nadu,Coimbatore,B30,26-35,Male,23.7,Mandate,Verified
INV000349,2024-02-01,120505.0,Redemption,335222.0,Maharashtra,Mumbai,T30,18-25,Female,3.8,Mandate,Verified
INV002546,2024-02-01,101208.0,Redemption,22305.0,Gujarat,Surat,T30,26-35,Male,19.3,UPI,Verified
INV003505,2024-02-01,120843.0,Lumpsum,362856.0,West Bengal,Kolkata,T30,56+,Female,53.5,Net Banking,Verified
INV000006,2024-02-01,118633.0,Sip,8594.0,Madhya Pradesh,Bhopal,B30,46-55,Female,43.0,Cheque,Verified
INV000662,2024-02-01,120843.0,Sip,427.0,Gujarat,Surat,T30,36-45,Female,20.1,Cheque,Verified
INV001284,2024-02-01,119092.0,Lumpsum,6499.0,West Bengal,Kolkata,T30,36-45,Male,49.0,Cheque,Verified
INV004127,2024-02-01,148568.0,Sip,4185.0,Madhya Pradesh,Indore,T30,36-45,Female,27.3,Mandate,Verified
INV003208,2024-02-01,120506.0,Sip,2506.0,Madhya Pradesh,Bhopal,B30,46-55,Male,80.0,Mandate,Verified
INV002165,2024-02-01,118634.0,Sip,2539.0,Telangana,Hyderabad,T30,46-55,Male,46.2,Net Banking,Verified
INV002621,2024-02-01,148567.0,Sip,401.0,Uttar Pradesh,Agra,B30,26-35,Female,22.6,UPI,Pending
INV004502,2024-02-01,148567.0,Sip,10492.0,Rajasthan,Udaipur,B30,36-45,Male,59.0,Net Banking,Verified
INV001174,2024-02-01,149323.0,Sip,977.0,Maharashtra,Nashik,B30,36-45,Male,12.7,Cheque,Verified
INV004658,2024-02-01,120842.0,Lumpsum,17258.0,Punjab,Chandigarh,T30,56+,Male,48.7,Cheque,Verified
INV004656,2024-02-01,120844.0,Lumpsum,357937.0,Haryana,Gurugram,T30,18-25,Male,4.7,Mandate,Verified
INV003658,2024-02-01,125498.0,Sip,12014.0,West Bengal,Kolkata,T30,26-35,Male,6.3,UPI,Verified
INV003649,2024-02-01,119598.0,Redemption,483596.0,Haryana,Gurugram,T30,46-55,Female,79.9,Cheque,Verified
INV004582,2024-02-01,149323.0,Lumpsum,249744.0,Tamil Nadu,Chennai,T30,56+,Male,67.1,Net Banking,Verified
INV003232,2024-02-01,120842.0,Sip,9766.0,Maharashtra,Pune,T30,36-45,Female,30.9,Mandate,Verified
INV004414,2024-02-01,149324.0,Sip,14409.0,Uttar Pradesh,Lucknow,T30,26-35,Male,6.6,Mandate,Verified
INV001799,2024-02-01,119120.0,Lumpsum,116421.0,Rajasthan,Udaipur,B30,56+,Female,45.2,Cheque,Verified
INV001506,2024-02-01,119552.0,Lumpsum,19502.0,Delhi,Noida,T30,26-35,Female,16.0,UPI,Verified
INV001699,2024-02-01,119095.0,Sip,1108.0,Madhya Pradesh,Indore,T30,26-35,Male,24.6,Net Banking,Verified
INV002196,2024-02-01,148569.0,Sip,1696.0,Delhi,Gurugram,T30,26-35,Female,23.6,UPI,Verified
INV001328,2024-02-01,120842.0,Redemption,484947.0,Uttar Pradesh,Lucknow,T30,26-35,Male,7.4,Net Banking,Verified
INV004567,2024-02-01,120841.0,Sip,14130.0,Telangana,Hyderabad,T30,56+,Male,75.0,Mandate,Verified
INV003865,2024-02-01,149322.0,Sip,3482.0,Gujarat,Ahmedabad,T30,18-25,Female,3.3,Cheque,Verified
INV000105,2024-02-01,119093.0,Sip,5253.0,Punjab,Chandigarh,T30,56+,Male,41.4,UPI,Verified
INV004514,2024-02-01,148568.0,Sip,16661.0,Haryana,Faridabad,B30,46-55,Male,40.1,Mandate,Verified
INV004516,2024-02-01,102885.0,Sip,1137.0,Haryana,Gurugram,T30,36-45,Male,14.4,Net Banking,Verified
INV002374,2024-02-01,118634.0,Redemption,81173.0,Uttar Pradesh,Kanpur,B30,26-35,Female,8.6,Net Banking,Verified
INV001727,2024-02-01,119598.0,Sip,16687.0,Gujarat,Surat,T30,46-55,Female,74.1,Net Banking,Verified
INV002888,2024-03-01,100025.0,Redemption,259110.0,Rajasthan,Udaipur,B30,26-35,Male,9.2,Net Banking,Pending
INV001769,2024-03-01,120506.0,Sip,889.0,Punjab,Chandigarh,T30,18-25,Male,7.4,Cheque,Pending
INV003609,2024-03-01,120843.0,Sip,16476.0,Karnataka,Mysore,B30,26-35,Male,9.2,Net Banking,Verified
INV003571,2024-03-01,149323.0,Sip,536.0,Haryana,Faridabad,B30,36-45,Male,53.1,UPI,Verified
INV001367,2024-03-01,118632.0,Sip,10274.0,Maharashtra,Nashik,B30,36-45,Male,32.2,Net Banking,Verified
INV003178,2024-03-01,119094.0,Lumpsum,118897.0,Telangana,Hyderabad,T30,46-55,Female,60.9,Cheque,Verified
INV002599,2024-03-01,100025.0,Lumpsum,286111.0,Gujarat,Surat,T30,26-35,Male,11.4,Net Banking,Verified
INV003626,2024-03-01,125497.0,Redemption,483044.0,Madhya Pradesh,Indore,T30,26-35,Male,23.5,Net Banking,Verified
INV000690,2024-03-01,148569.0,Lumpsum,173646.0,Delhi,Gurugram,T30,46-55,Male,98.7,UPI,Verified
INV001860,2024-03-01,119092.0,Sip,1978.0,Karnataka,Mysore,B30,26-35,Female,9.0,Cheque,Verified
INV002065,2024-03-01,100025.0,Sip,47647.0,Rajasthan,Udaipur,B30,46-55,Male,78.6,UPI,Verified
INV002708,2024-03-01,120504.0,Redemption,205486.0,Karnataka,Mysore,B30,26-35,Male,14.0,Mandate,Verified
INV004288,2024-03-01,119120.0,Lumpsum,95676.0,Punjab,Amritsar,B30,18-25,Female,6.1,Mandate,Verified
INV004581,2024-03-01,120505.0,Sip,2292.0,Gujarat,Surat,T30,26-35,Male,14.7,Cheque,Pending
INV002467,2024-03-01,125498.0,Sip,50948.0,Punjab,Chandigarh,T30,36-45,Male,12.3,UPI,Verified
INV003670,2024-03-01,120505.0,Sip,8793.0,Punjab,Chandigarh,T30,36-45,Male,38.4,Mandate,Verified
INV004024,2024-03-01,119552.0,Sip,43121.0,Telangana,Hyderabad,T30,36-45,Male,23.1,UPI,Verified
INV000747,2024-03-01,120841.0,Lumpsum,374549.0,West Bengal,Kolkata,T30,36-45,Female,40.3,Mandate,Verified
INV002847,2024-03-01,148567.0,Sip,4736.0,Haryana,Faridabad,B30,26-35,Male,13.4,Mandate,Verified
INV001508,2024-03-01,120503.0,Sip,7953.0,Tamil Nadu,Coimbatore,B30,46-55,Male,63.3,Cheque,Verified
INV004562,2024-03-01,149324.0,Sip,963.0,Telangana,Hyderabad,T30,26-35,Female,19.0,Cheque,Pending
INV001350,2024-03-01,125498.0,Lumpsum,83480.0,Madhya Pradesh,Bhopal,B30,46-55,Female,31.7,Net Banking,Verified
INV002357,2024-03-01,100016.0,Sip,26713.0,Delhi,Gurugram,T30,26-35,Male,7.8,UPI,Verified
INV002059,2024-03-01,101208.0,Lumpsum,268619.0,Haryana,Faridabad,B30,46-55,Male,95.1,Net Banking,Verified
INV000595,2024-03-01,102887.0,Lumpsum,124825.0,Gujarat,Surat,T30,18-25,Male,7.6,Cheque,Verified
INV004391,2024-03-01,118636.0,Sip,484.0,Maharashtra,Mumbai,T30,26-35,Female,23.3,UPI,Verified
INV004733,2024-03-01,102885.0,Sip,7080.0,Telangana,Hyderabad,T30,18-25,Male,5.4,Net Banking,Pending
INV002865,2024-03-01,148569.0,Redemption,449863.0,Maharashtra,Pune,T30,18-25,Male,3.3,UPI,Verified
INV000454,2024-03-01,119599.0,Sip,15910.0,Uttar Pradesh,Lucknow,T30,18-25,Female,6.6,Net Banking,Verified
INV002414,2024-03-01,120507.0,Lumpsum,396379.0,Gujarat,Surat,T30,26-35,Female,24.1,UPI,Verified
INV000321,2024-03-01,149323.0,Sip,15782.0,Maharashtra,Mumbai,T30,26-35,Male,24.2,Cheque,Verified
INV003379,2024-03-01,120841.0,Sip,1008.0,Uttar Pradesh,Lucknow,T30,36-45,Male,43.2,Cheque,Verified
INV004544,2024-03-01,148567.0,Redemption,410715.0,Maharashtra,Mumbai,T30,36-45,Male,52.1,Cheque,Verified
INV000527,2024-03-01,119094.0,Lumpsum,114021.0,Telangana,Hyderabad,T30,26-35,Male,12.1,Mandate,Verified
INV004633,2024-03-01,125498.0,Lumpsum,296354.0,Telangana,Hyderabad,T30,18-25,Female,4.9,Net Banking,Verified
INV003737,2024-03-01,119093.0,Lumpsum,126721.0,Punjab,Chandigarh,T30,18-25,Male,4.4,Net Banking,Verified
INV000679,2024-03-01,149323.0,Redemption,141968.0,Haryana,Faridabad,B30,46-55,Female,79.1,UPI,Verified
INV004357,2024-03-01,125498.0,Sip,2459.0,Delhi,Gurugram,T30,46-55,Female,55.6,Cheque,Verified
INV004941,2024-03-01,120505.0,Lumpsum,310085.0,Maharashtra,Nashik,B30,26-35,Male,11.0,Net Banking,Verified
INV000632,2024-03-01,120844.0,Lumpsum,246606.0,Delhi,Gurugram,T30,36-45,Male,49.1,UPI,Verified
INV000849,2024-03-01,148567.0,Lumpsum,254442.0,Delhi,Gurugram,T30,56+,Female,32.5,Cheque,Verified
INV001167,2024-03-01,118636.0,Sip,41124.0,Punjab,Amritsar,B30,36-45,Male,26.7,Net Banking,Verified
INV000007,2024-03-01,119094.0,Sip,13603.0,Uttar Pradesh,Kanpur,B30,26-35,Male,21.9,Mandate,Verified
INV000431,2024-03-01,120504.0,Sip,23759.0,Madhya Pradesh,Bhopal,B30,18-25,Female,4.6,Mandate,Verified
INV002417,2024-03-01,120842.0,Sip,2719.0,Tamil Nadu,Coimbatore,B30,26-35,Male,16.8,Mandate,Verified
INV000011,2024-03-01,120507.0,Sip,2230.0,West Bengal,Kolkata,T30,26-35,Male,9.6,Mandate,Verified
INV001167,2024-03-01,102886.0,Sip,8419.0,Punjab,Amritsar,B30,36-45,Male,26.7,UPI,Verified
INV000954,2024-03-01,148568.0,Sip,2224.0,Haryana,Faridabad,B30,26-35,Female,8.3,Cheque,Verified
INV002101,2024-03-01,102887.0,Redemption,234810.0,Uttar Pradesh,Lucknow,T30,26-35,Male,14.7,Mandate,Verified
INV000947,2024-03-01,101208.0,Redemption,281989.0,Delhi,Noida,T30,26-35,Male,11.0,UPI,Verified
INV004867,2024-03-01,100033.0,Lumpsum,331777.0,Karnataka,Bangalore,T30,18-25,Male,7.3,Mandate,Verified
INV004125,2024-03-01,100016.0,Sip,2999.0,Gujarat,Surat,T30,26-35,Male,9.4,Cheque,Verified
INV001910,2024-03-01,102886.0,Redemption,502057.0,Karnataka,Mysore,B30,26-35,Female,15.2,Mandate,Verified
INV001411,2024-03-01,102886.0,Sip,2998.0,Delhi,Gurugram,T30,26-35,Female,7.1,Cheque,Verified
INV003326,2024-03-01,125498.0,Sip,2712.0,Karnataka,Bangalore,T30,36-45,Male,40.9,Mandate,Verified
INV004173,2024-03-01,120504.0,Sip,479.0,West Bengal,Kolkata,T30,26-35,Male,16.9,Mandate,Verified
INV004867,2024-03-01,120506.0,Sip,3082.0,Karnataka,Bangalore,T30,18-25,Male,7.3,UPI,Pending
INV001454,2024-03-01,120843.0,Sip,554.0,Tamil Nadu,Chennai,T30,26-35,Male,9.3,Net Banking,Verified
INV003100,2024-04-01,149324.0,Lumpsum,361700.0,Telangana,Hyderabad,T30,26-35,Male,16.5,Net Banking,Verified
INV000215,2024-04-01,120505.0,Lumpsum,190843.0,Maharashtra,Nashik,B30,26-35,Female,18.3,Mandate,Verified
INV003191,2024-04-01,119092.0,Lumpsum,94475.0,Madhya Pradesh,Bhopal,B30,18-25,Female,6.8,Mandate,Verified
INV003946,2024-04-01,120504.0,Lumpsum,465127.0,Karnataka,Mysore,B30,26-35,Female,9.2,Net Banking,Verified
INV000330,2024-04-01,119552.0,Sip,8747.0,Madhya Pradesh,Bhopal,B30,26-35,Female,11.9,Mandate,Verified
INV004797,2024-04-01,125497.0,Lumpsum,178854.0,Gujarat,Ahmedabad,T30,56+,Male,18.9,Net Banking,Verified
INV000330,2024-04-01,120841.0,Lumpsum,351770.0,Madhya Pradesh,Bhopal,B30,26-35,Female,11.9,Net Banking,Verified
INV001128,2024-04-01,120844.0,Lumpsum,168521.0,West Bengal,Kolkata,T30,36-45,Female,43.2,Cheque,Verified
INV002302,2024-04-01,125498.0,Lumpsum,153713.0,West Bengal,Kolkata,T30,26-35,Male,10.1,UPI,Verified
INV002495,2024-04-01,118636.0,Sip,2727.0,Maharashtra,Nashik,B30,26-35,Male,6.6,Net Banking,Verified
INV002158,2024-04-01,120507.0,Lumpsum,39096.0,Madhya Pradesh,Indore,T30,26-35,Male,14.5,Net Banking,Verified
INV000144,2024-04-01,120503.0,Sip,499.0,Delhi,Noida,T30,26-35,Male,19.1,Net Banking,Verified
INV004563,2024-04-01,118634.0,Lumpsum,38117.0,Gujarat,Surat,T30,46-55,Female,32.2,Cheque,Verified
INV002912,2024-04-01,149323.0,Redemption,520148.0,Maharashtra,Mumbai,T30,26-35,Female,23.6,Net Banking,Verified
INV002343,2024-04-01,119093.0,Sip,1182.0,Punjab,Amritsar,B30,26-35,Male,22.1,Net Banking,Verified
INV000091,2024-04-01,120504.0,Sip,2368.0,Haryana,Gurugram,T30,26-35,Male,14.6,Mandate,Verified
INV004688,2024-04-01,120505.0,Lumpsum,168104.0,West Bengal,Kolkata,T30,26-35,Male,20.7,UPI,Verified
INV004321,2024-04-01,120843.0,Sip,1147.0,West Bengal,Kolkata,T30,26-35,Male,16.0,Mandate,Verified
INV001579,2024-04-01,125498.0,Sip,40657.0,Karnataka,Bangalore,T30,46-55,Male,71.1,UPI,Verified
INV003705,2024-04-01,120506.0,Sip,57004.0,Telangana,Hyderabad,T30,26-35,Male,8.0,UPI,Pending
INV000544,2024-04-01,120507.0,Lumpsum,295246.0,Madhya Pradesh,Bhopal,B30,18-25,Male,3.6,Mandate,Verified
INV001997,2024-04-01,120505.0,Sip,908.0,Delhi,New Delhi,T30,56+,Female,24.8,UPI,Verified
INV003707,2024-04-01,120506.0,Sip,3527.0,Telangana,Hyderabad,T30,36-45,Female,55.5,Mandate,Verified
INV000372,2024-04-01,148569.0,Lumpsum,209421.0,Gujarat,Surat,T30,36-45,Male,12.4,Cheque,Verified
INV001331,2024-04-01,120841.0,Sip,568.0,Gujarat,Ahmedabad,T30,26-35,Male,17.5,Net Banking,Verified
INV002033,2024-04-01,102885.0,Sip,8905.0,Gujarat,Ahmedabad,T30,46-55,Male,18.9,UPI,Verified
INV003953,2024-04-01,148569.0,Sip,58436.0,Maharashtra,Pune,T30,36-45,Male,17.4,Mandate,Verified
INV003500,2024-04-01,120505.0,Sip,2007.0,Maharashtra,Mumbai,T30,26-35,Male,15.5,Mandate,Pending
INV003240,2024-04-01,101206.0,Sip,6686.0,Haryana,Gurugram,T30,26-35,Male,21.7,Net Banking,Pending
INV003040,2024-04-01,119598.0,Lumpsum,468352.0,Karnataka,Bangalore,T30,26-35,Female,15.3,Cheque,Verified
INV000663,2024-04-01,148568.0,Sip,558.0,Haryana,Gurugram,T30,26-35,Female,13.8,Mandate,Pending
INV003083,2024-04-01,125497.0,Lumpsum,201815.0,Madhya Pradesh,Bhopal,B30,56+,Female,41.3,UPI,Verified
INV004131,2024-04-01,101208.0,Sip,2343.0,Uttar Pradesh,Kanpur,B30,26-35,Male,10.3,UPI,Verified
INV001806,2024-04-01,102885.0,Sip,20256.0,Telangana,Hyderabad,T30,36-45,Male,32.6,UPI,Verified
INV001190,2024-04-01,118636.0,Sip,9909.0,Maharashtra,Mumbai,T30,26-35,Male,15.6,Mandate,Verified
INV004939,2024-04-01,118635.0,Sip,25211.0,Punjab,Amritsar,B30,18-25,Male,4.7,Cheque,Verified
INV004896,2024-04-01,148567.0,Lumpsum,22023.0,Uttar Pradesh,Agra,B30,18-25,Female,3.5,Mandate,Verified
INV004682,2024-04-01,120841.0,Sip,571.0,Telangana,Hyderabad,T30,26-35,Female,8.7,Mandate,Verified
INV002891,2024-04-01,120842.0,Sip,2202.0,Haryana,Faridabad,B30,36-45,Female,56.5,Cheque,Verified
INV002400,2024-04-01,120506.0,Sip,11693.0,Punjab,Chandigarh,T30,36-45,Male,15.5,Cheque,Verified
INV004138,2024-04-01,119094.0,Sip,827.0,Madhya Pradesh,Indore,T30,36-45,Male,18.2,Mandate,Verified
INV003489,2024-04-01,149323.0,Sip,11426.0,Rajasthan,Udaipur,B30,26-35,Male,11.4,UPI,Verified
INV004602,2024-04-01,120504.0,Sip,28337.0,Delhi,Noida,T30,26-35,Female,9.4,Cheque,Verified
INV004593,2024-04-01,120506.0,Lumpsum,65501.0,Punjab,Amritsar,B30,26-35,Male,13.7,Net Banking,Verified
